Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	bkgdID
B cells	GO:0001659	temperature homeostasis	2/6	169/15086	0.0018168347450818927	0.059591863807136984	0.028001511874083042	Kdm6b/Cxcr4	2	Acadl/Acadvl/Ache/Adipoq/Actn3/Acvr2b/Adam17/Adora1/Adrb1/Adrb2/Adrb3/Alpl/Aldh1a1/Fabp4/Apc/Arntl/Atf4/Cav1/Cd36/Cebpb/Cidea/Cxcr4/Ccr2/Ccr5/Cnr1/Cpt2/Ddit3/Dio2/Dync1h1/Drd1/Ebf2/Ednrb/Egr1/Epas1/Acsl1/Fh1/Foxc2/Lpin1/G0s2/Gja1/Gnas/Bscl2/Cmklr1/Gpr3/Gpx1/Grb10/Hadh/Hdac3/Hsf1/Htr2a/Id1/Igf1r/Il13/Il15/Il18/Il1a/Il1b/Il1rn/Il18r1/Il4/Il4ra/Irf4/Jak2/Fabp5/Lama4/Lcn2/Lepr/Mfap2/Notch1/Npr3/Sqstm1/Oxt/Pctp/Pemt/Per2/Pparg/Ppargc1a/Prkab1/Prlr/Ptger3/Ptgs2/Rb1/Rbpj/Rheb/Scd1/Ccl5/Stat3/Stat6/Stk11/Syk/Thra/Tle3/Tlr4/Tnf/Tnfrsf11a/Tnfsf11/Tshr/Ucp1/Ucp2/Nr1h3/Nr1h2/Vegfa/Trpv2/Wnt10b/Zbtb7b/Adamts5/Gadd45g/Esrrg/Fto/Map2k6/Slc27a1/Ip6k1/Trpm2/Apln/Sirt6/Ybx2/Pdgfc/Fgf21/Ghrl/Ptges/Abhd6/Acot13/Oma1/Gatm/Dock7/Decr1/Adipor2/Prdm16/Pgam5/Adipor1/Ehmt1/Gimap3/Zfp423/Kdm1a/Ces1d/Kdm3a/Arrdc3/Ffar4/Lgr4/Prkab2/Ogt/Elovl6/Mfn2/Ppargc1b/Trpv1/Tfe3/Hoxc10/Appl2/Flcn/Dhrs7b/Kdm6b/Nr1d1/Plcl2/Plcl1/Slc25a44/Nrd1/Plac8/Cnot3/Alms1/Lnpep/Napepld/Abat/Gimap5/Zfp516/Acot11/Ksr2/Nova2/Nova1/Fcor
B cells	GO:0042098	T cell proliferation	2/6	204/15086	0.002633568137105374	0.059591863807136984	0.028001511874083042	Ccr7/Cxcr4	2	Abl1/Adk/Ager/Aif1/Arg1/Arg2/Slc7a1/Bax/Blm/Bmi1/Bmp4/Casp3/Ctnnb1/Ccnd3/Cd151/Ctla4/Cd1d1/Cd24a/Cd28/Cd3e/Cd4/Cd44/Cd59a/Cd6/Cd80/Cd81/Cd86/Cdkn2a/Cebpb/Coro1a/Cxcr4/Ccr2/Ccr7/Cd55/Dlg1/Efnb1/Ephb6/Erbb2/Fadd/Il4i1/Fkbp1a/Fkbp1b/Fyn/Gja1/Gnrh1/Lilrb4a/Gpam/H2-Aa/H2-Ab1/H2-DMb1/H2-DMb2/Ptpn6/Hes1/Foxj1/Hmgb1/Ifng/Igf1/Igf2/Igfbp2/Ihh/Il12a/Il12rb1/Il12rb2/Il15/Il18/Il1a/Il1b/Il2/Il2ra/Il4/Il6/Il6st/Irf1/Itch/Itgal/Itgam/Itgb2/Jak2/Jak3/Laptm5/Lgals3/Lgals7/Lgals9/Anxa1/Xcl1/Mad1l1/Cd46/Msn/Myc/Nck1/Nck2/Cd244a/Slc11a1/P2rx7/Prkcq/Pla2g2d/Pnp/Prkar1a/Mapk8ip1/Prnp/Psmb10/Ptpn22/Ptprc/Rac2/Rasgrp1/Rps6/Satb1/Ccl5/Cxcl12/Foxp3/Shh/Slfn1/Sos1/Sos2/Spn/Spta1/Stat5a/Stat5b/Syk/Sdc4/Prdx2/Tgfb1/Tgfbr2/Tnfrsf1b/Cd40lg/Tnfsf9/Traf6/Tfrc/Trp53/Tnfrsf4/Vcam1/Wnt4/Zap70/Zbtb7b/Ccl19/Tnfsf13b/Ceacam1/Rps3/Slamf1/Ebi3/Icosl/Il27ra/Ctps/Crtam/Tyk2/Elf4/Ripk3/Pdcd1lg2/Zbtb32/Sh3rf1/Ncstn/Cd274/Ndfip1/Twsg1/Pycard/Peli1/Washc1/Znhit1/Dlg5/Tnfrsf13c/Vsir/Sash3/Lmbr1l/Clec4g/Dock8/Ccdc88b/Selenok/Il23a/Dnaja3/Clec2i/Gpnmb/Dock2/Tnfrsf21/Cd276/Scrib/Nckap1l/Card11/Lmo1/Crip3/Pawr/Cd209a/Glmn/Havcr2/Ripk2/Ripor2/Btla/Cblb/Il20rb/Tmem131l/Tnfrsf14/Armc5/Carmil2/Zc3h12d/Malt1/Tnfsf18/Pde5a/Tarm1/Rc3h2/Rasal3/Dhps/Cd59b/Rc3h1/Lrrc32/Btnl2
B cells	GO:0050920	regulation of chemotaxis	2/6	206/15086	0.0026846335260437776	0.059591863807136984	0.028001511874083042	Ccr7/Cxcr4	2	Adam10/Adam17/Ager/Angpt2/Agrn/Aif1/Akt2/App/Bmpr2/Bst1/C1qbp/C3ar1/C5ar1/Calr/Ccr6/Cdh13/Cxcr2/Cxcr3/Cxcr4/Ccr1/Ccr2/Ccr4/Ccr7/Creb3/Csf1/Csf1r/Cttn/Cx3cr1/Dapk2/Dpp4/Dscam/S1pr1/Edn1/Edn3/Ednra/Efnb2/F2rl1/F7/Ptk2/Fgf1/Fgf10/Fgf2/Fgfr1/Vegfd/Fn1/Gas6/Lpar1/Cmklr1/Gstp2/Gstp1/Hc/Mst1/Hmgb1/Hspb1/Cxcl10/Cd74/Il12a/Il16/Il1b/Il4/Itga2/Kdr/Lbp/Xcl1/Lyn/Smad3/Mdk/Met/Mif/Mpp1/Nbl1/Ninj1/Notch1/Ccn3/Nrp1/Ntf3/Ntrk3/P2rx4/Pdgfb/Pdgfra/Pdgfrb/Padi2/Pgf/Prkca/Prkd1/Serpine1/Ccl21a/Plxna3/Lgmn/Ptk2b/Ptn/Dusp1/Ptpn2/Ptprj/Rac1/Rac2/Robo1/Ryk/Scg2/Ccl12/Ccl2/Ccl27a/Ccl5/Ccl7/Cx3cl1/Cxcl12/Sell/Sema3a/Sema3b/Sema3c/Sema3f/Sema4a/Sema4b/Sema4c/Sema4d/Sema4f/Sema5a/Sema5b/Sema6a/Sema6b/Sema6c/Sema7a/Spi1/Shh/St6gal1/Slit1/Slit2/Snai2/Stx3/Stx4a/Swap70/Tbr1/Tgfb1/Thbs1/Thbs4/Tnfaip6/Tpbg/Vegfa/Vegfb/Vegfc/Wnt5a/Coro1b/Grem1/Ccl19/Mapk1/Mapk3/Sema4g/Dysf/Slamf1/Pla2g7/Tnfsf14/Stk39/Cxcl13/Stap1/Cxcl14/Trem1/Usp14/Trpv4/Smoc2/S100a14/Akirin1/Ppm1f/Zfp580/P2ry12/Rarres2/Pdgfd/Dusp3/Wasl/Tubb2b/Dnm1l/Slamf8/Il34/Mospd2/Adgra2/Il23a/Trem2/Jam3/Prkd2/Mtus1/Mycbp2/Ano6/Nckap1l/Gpsm3/Sema3d/Oxsr1/Gpr18/Tirap/Mmp28/Slc8b1/Ripor2/Sema6d/Mcu/Rin3/Sema3g/Camk1d/Ythdf1/Wnk1/Tnfsf18/Plxna4/Nod2/Robo2/Megf8/C5ar2/Gpr183/Nova2/Defb25
B cells	GO:0006898	receptor-mediated endocytosis	2/6	226/15086	0.003221144172706852	0.059591863807136984	0.028001511874083042	Ccr7/Ifitm3	2	Abca2/Ache/Adipoq/Adm/Adrb2/Angpt1/Ap1g1/Ap1g2/Ap2a1/Ap2a2/Ap2m1/Apoc1/Apoc2/Apoe/App/Arc/Arf1/Atp5b/B2m/Bicd1/C3/Anxa2/Calca/Canx/Cap1/Cav1/Cav2/Cbl/Cd14/Cd2ap/Cd36/Scarb2/Cd63/Cd81/Cd9/Cln3/Clta/Clu/Cxcr2/Ccr7/Ackr3/Ctsl/Cttn/Dab2/Dbnl/Dlg4/Dll1/Dnm1/Dnm2/Efnb2/Egf/Eps15/Fcer1g/Fcgr2b/Flot1/Fmr1/Lilrb4a/Grk4/Grb2/Gria2/Hap1/Hfe/Hnrnpk/Hpca/Hspg2/Htr1b/Htr2b/Il4/Insr/Itga4/Itgam/Itgav/Itgb1/Itgb2/Itgb3/Itsn1/Kif3a/Ldlr/Lrp1/Lrp6/Lrpap1/Mrc1/Myo6/Napb/Nedd4/Nsf/Ntf3/Numb/Pick1/Pikfyve/Pip5k1c/Prkca/Pla2r1/Serpine1/Pld2/Ccl21a/Ppp3r1/Ppt1/Ptger3/Ptpn5/Reps1/Sag/Atxn2/Msr1/Sele/Sfrp4/Itsn2/Sh3gl3/Snap91/Sorl1/Syk/Cntn2/Tgfbr2/Trf/Tfrc/Ulk1/Unc119/Vegfa/Ezr/Vldlr/Vtn/Grem1/Pacsin1/Ccl19/Synj2bp/Ceacam1/Micall1/Mkln1/Hip1r/Apln/Tfr2/Magi2/Neu3/Tnk2/Ramp1/Rnasek/Ahi1/Sdcbp/Cacng4/Ramp2/Calcrl/Ubqln2/Ramp3/Snx1/Rabgef1/Sirt2/Cubn/Cxcl16/Ifitm3/Hamp2/Snx9/Cltc/Atad1/Ankrd13a/Lmbrd1/Ankrd13d/Usp46/Ap2b1/Tbc1d5/Dnajc6/Sgip1/Wasl/Fcho1/Cltb/Lmbr1l/Wdr54/Mtmr2/Cacng7/Tmem108/Wasf1/Hamp/Pard3/Amn/Ophn1/Dtnbp1/Slc9b2/Smap1/Ldlrap1/Pcsk9/AU040320/Inpp5f/Dnm3/Synj1/Scrib/Rab31/Lrrtm2/Ap4e1/Arrb1/Grk2/Necab2/Bmp2k/Rspo1/Fchsd2/Nrg1/Scyl2/Fnbp1l/4930486L24Rik/Hip1/Rab21/Arrb2/Cd300a/Rin3/Fcho2/Dgkd/Syt11/Gak/Iqsec1/Clec9a/Ap2s1/Siglech/Picalm/Tpcn2/Plcg2/Dnajc13/Akap5/Ldlrad3/Nlgn3/Snx17/Ankrd13b/Aak1/Rab5a/Gpr107/Grk3/Scarf1/Arhgap27/Btbd8
B cells	GO:0019932	second-messenger-mediated signaling	2/6	236/15086	0.0035069243267214496	0.059591863807136984	0.028001511874083042	Ccr7/Cxcr4	2	Actn3/Ada/Adcyap1r1/Adnp/Adora2b/Adora3/Agtr1a/Ahr/Apoe/App/Aqp1/Atf1/Atp1b1/Atp2a2/Cxcr5/Bst1/Cacna1d/Calm2/Cap1/Casq1/Casq2/Cbs/Ccr6/Cd22/Cd24a/Cd36/Cd3e/Cd4/Cd8a/Cdh13/Chrm3/Cxcr2/Cxcr3/Cxcr4/Ccr1/Ccr9/Ccr2/Ccr4/Ccr5/Ccr7/Ccr10/Ackr3/Creb1/Cx3cr1/Dmpk/Dmd/Drd1/Edn1/Edn3/Ednrb/Egfr/Eif2ak3/Dmtn/Epha5/Erbb3/Fcer1a/Fhl2/Fkbp1b/Gal/Gapdh/Gnai1/Gnas/Lpar1/Cmklr1/Gpr3/Guca1a/Htt/Hint1/Htr2b/Irgm1/Igf1/Igtp/Itgal/Itpr1/Kdr/Ksr1/L1cam/Lat/Lhcgr/Mgrn1/Bhlha15/Mt1/Mt2/Mapt/Ncam1/Nfatc1/Nfatc2/Nfatc3/Nos1/Nos2/Nos3/Nppc/Npr1/Ntrk2/P2rx4/Pde3b/Pde7a/Pde9a/Pdk2/Plcg1/Pln/Pomc/Ppp3ca/Ppp3cb/Ppp3cc/Ppp3r1/Prkg1/Prnp/Ptbp1/Ptger3/Ptger4/Ptgfr/Ptk2b/Ptprc/Ptprj/Rasd1/Ryr2/Sct/Ccl20/Exoc4/Selp/Slc8a1/Slc9a1/Sox9/Sphk1/Syk/Tbxa2r/Thbs1/Tnf/Tnfsf11/Tnni3/Ube2b/Vcam1/Vegfa/Zap70/Aplnr/Mapk7/Pebp1/Pde10a/Cib1/Sgcd/Ceacam1/Nr5a2/Homer2/Homer3/Bcap31/Cherp/Trpm2/Pde7b/Lmcd1/Rundc3a/Tmem38b/Ncald/Nucb2/Rcan2/Rcan3/Avpr1a/Gucy1b1/Ccrl2/Nfat5/Pde3a/Rcan1/Chp1/Gsk3b/Mtor/Lat2/Pex5l/Myoz2/Ackr2/Gucy1a1/Fis1/Lrrk2/Cap2/Tmem100/Ndnf/Tmbim4/Trpm4/Stimate/Dyrk2/Chp2/P2ry12/Cabyr/Nfatc4/Tmem38a/Sppl3/Rasd2/Rapgef2/Cmya5/Trat1/Sla2/Selenok/Cxcr6/Trem2/Camta1/Prkaa1/Ffar4/Tbc1d10c/Ank2/Dgkq/Slc8a2/Egln1/Kiss1r/Olfr78/Camkk2/Pde2a/Hdac4/Adcy2/Nrg1/Efhb/Cgas/Adgrg6/Mcu/Cdc34/Ppp1r9b/Samd14/Rnf157/Npr2/Zmpste24/Ece1/Tpcn2/Plcg2/Gucy1a2/Alms1/Akap6/Akap5/Pde4d/Pde5a/Ppp1r9a/Siglecg/Tox3/Ackr4/Sctr/Adgrl1/Ksr2/Mafa/Atp2b4
B cells	GO:0002604	regulation of dendritic cell antigen processing and presentation	1/6	10/15086	0.003971269414638878	0.059591863807136984	0.028001511874083042	Ccr7	1	Cd68/Ccr7/Fgl2/Cd74/Slc11a1/Ccl21a/Thbs1/Ccl19/Nod1/Nod2
B cells	GO:0045625	regulation of T-helper 1 cell differentiation	1/6	10/15086	0.003971269414638878	0.059591863807136984	0.028001511874083042	Ccr7	1	Ccr2/Ccr7/Hlx/Il4ra/Irf1/Jak3/Anxa1/Ccl19/Socs5/Ripk2
B cells	GO:0061043	regulation of vascular wound healing	1/6	10/15086	0.003971269414638878	0.059591863807136984	0.028001511874083042	Cxcr4	1	Alox5/Cxcr4/Foxc2/Serpine1/Slc12a2/Tnf/Vegfb/Xbp1/Smoc2/Tafa5
B cells	GO:0007204	positive regulation of cytosolic calcium ion concentration	2/6	257/15086	0.0041447306389986015	0.059591863807136984	0.028001511874083042	Ccr7/Cxcr4	2	Abl1/Abl2/Adcyap1r1/Adm/Adra1b/Adrb1/Adrb2/Agt/Agtr1a/Atg5/Bak1/Bax/Bcl2/Bdkrb1/Bdkrb2/Cxcr5/Bmp4/C3ar1/C5ar1/Cacna1a/Cacna1b/Cacna1c/Cacna1d/Cacna1e/Cacna1g/Cacna1s/Cacna2d1/Cacnb3/Calca/Calm1/Calm2/Calm3/Capn3/Casq1/Casq2/Cav1/Ccr6/Cd19/Ms4a1/Cd24a/Cd36/Cd38/Cd4/Cdk5/Coro1a/Cxcr2/Cxcr3/Cxcr4/Ccr1/Ccr9/Ccr2/Ccr4/Ccr5/Ccr7/Ccr10/Ackr3/Cx3cr1/Cyba/Cd55/Dbi/Ddit3/Diaph1/Dlg4/Dmd/Drd1/S1pr1/Edn1/Ednra/Ednrb/Epor/Esr1/F2/F2r/F2rl1/F2rl2/F2rl3/Fasl/Ms4a2/Fgf2/Fkbp1a/Fkbp1b/Fpr2/Fyn/Gata1/Gata2/Gja1/Gna13/Gna15/Gnat2/Gnb1/Gng3/Gp1ba/Gp5/Gpr65/Lpar1/Cmklr1/Grin2d/Cxcl1/Gsto1/Hap1/Ptpn6/Htt/Hmgb1/Hrc/Htr2a/Htr2b/Cxcl10/Il13/Il1b/Il2/Itgav/Itgb3/Itpr1/Itpr2/Itpr3/Jak2/Jak3/Kdr/Lck/Lhcgr/Xcl1/Lrp1/Lrp6/Lyn/Cxcl9/Trpm1/Myo5a/Ngf/Oxt/P2rx1/P2rx4/P2rx7/P2ry1/P2ry2/Pdgfra/Prkce/Prkd1/Pkd1/Pkd2/Plcd1/Plcg1/Pln/Ccl21a/Pml/Prnp/Ptger1/Ptger2/Ptger3/Ptger4/Ptgfr/Ptgir/Pth1r/Ptk2b/Ptprc/Ryr1/Ryr2/Ryr3/Ccl3/Cxcl2/Cx3cl1/Nptn/Slc8a1/Swap70/Tac1/Tacr1/Tbxa2r/Tgfb1/Tgfb2/Thy1/Trpc1/Trpc5/Trpc6/Trpv2/Aplnr/Cd52/Ccl19/Bcap31/Cherp/Trpm2/Pik3cg/Tmem38b/Pla2g6/Avpr1a/Ccrl2/Gp9/Npff/Cacna1f/Cxcl13/Ramp3/Letm1/Cib2/C1qtnf1/Fzd2/Ghrl/Jph2/Ackr2/Trpv4/Asph/Fis1/Lpar6/Nmb/Gstm7/Trpm4/Selenot/Jsrp1/Ubash3b/Tmem38a/Sppl3/Selenon/Oga/Gper1/Lpar4/Nol3/P2ry10/Cxcr6/Cemip/Gimap3/Tac4/P2rx5/Mcoln1/Synpo/Ffar4/Camk2d/Ibtk/Sri/Ank2/Gpr18/Tmbim6/Slc8a2/Pawr/Slc8b1/Bbc3/Trpv1/Mchr1/P2ry10b/Gpr174/Adcy5/Gpr55/Ffar1/P2ry6/Tpcn2/Plcg2/Akap6/Akap5/Pde4d/Cacna1i/Ackr4/Gpr157/Eif5a/Gimap5/Gpr4/C5ar2/Ric3/Chd7/Fcrl5/Cxcl3/Mettl21c
B cells	GO:0002524	hypersensitivity	1/6	11/15086	0.004367672464752448	0.059591863807136984	0.028001511874083042	Ccr7	1	C3/Ccr7/Ephb6/Ext1/Fcer1a/Fcer1g/Fcgr2b/Fcgr3/Fut7/Spn/Il20rb
B cells	GO:0035701	hematopoietic stem cell migration	1/6	11/15086	0.004367672464752448	0.059591863807136984	0.028001511874083042	Cxcr4	1	Cxcr4/Ccr2/Ext1/Gas6/Kit/Enpp1/Ptprc/Mtch2/Bcl11b/Jam2/Jam3
B cells	GO:2000508	regulation of dendritic cell chemotaxis	1/6	11/15086	0.004367672464752448	0.059591863807136984	0.028001511874083042	Ccr7	1	C1qbp/Calr/Ccr6/Ccr7/Gas6/Il12a/Ccl21a/Spi1/Slamf1/Slamf8/Tnfsf18
B cells	GO:0060326	cell chemotaxis	2/6	271/15086	0.004598048608066727	0.059591863807136984	0.028001511874083042	Ccr7/Cxcr4	2	Adam10/Adam17/Adam8/Agtr1a/Aif1/Alox5/App/Cxcr5/Bst1/Bsg/C1qbp/C3ar1/C5ar1/Calca/Calr/Ccr6/Ch25h/Coro1a/Cxcr2/Cxcr3/Cxcr4/Ccr1/Ccr9/Ccr2/Ccr4/Ccr5/Ccr7/Ccr10/Ackr3/Cnr2/Creb3/Bcar1/Crk/Crkl/Csf1/Csf1r/Csf3r/Ctsg/Cx3cr1/Cxadr/Cyp7b1/Dapk2/Dpep1/Dpp4/S1pr1/Edn1/Edn3/Ednra/Ednrb/Egr3/Eng/Epha2/F2rl1/F7/Ptk2/Fcer1g/Fcgr3/Fgf1/Fgf2/Fgfr1/Vegfd/Flt1/Slc37a4/Gab1/Gas6/Lpar1/Cmklr1/Cxcl1/Gstp2/Gstp1/Hc/Hbegf/Hgf/Mst1/Hmgb1/Nr4a1/Hoxb9/Hrh1/Hspb1/Cxcl10/Ifng/Cd74/Il12a/Il16/Il17ra/Il1b/Il4/Itgam/Itgb2/Itgb2l/Kdr/Kit/Lbp/Lef1/Lgals3/Lox/Anxa1/Xcl1/Lyn/Lyst/Mdk/Abcc1/Met/Mif/Cxcl9/Mpp1/Myo9b/Nbl1/Ninj1/Notch1/Ccn3/Nrp1/P2rx4/Pde4b/Pdgfb/Pdgfra/Pdgfrb/Padi2/Enpp2/Pgf/Pikfyve/Pip5k1a/Prkca/Prkcd/Prkd1/Prkcq/Serpine1/Plec/Ccl21a/Ppib/Lgmn/Ptk2b/Ptn/Dusp1/Ptprj/Ptpro/Rac1/Rac2/Rps19/S100a8/S100a9/Saa3/Scg2/Ccl11/Ccl12/Ccl17/Ccl2/Ccl20/Ccl25/Ccl27a/Ccl3/Ccl4/Ccl5/Ccl6/Ccl7/Ccl8/Ccl9/Cxcl2/Cxcl5/Cx3cl1/Cxcl12/Sell/Sema5a/Spi1/Shh/Slc12a2/Slit2/Snai2/Spp1/Swap70/Syk/Thbs1/Thbs4/Tnfaip6/Tnfsf11/Tpbg/Rpl13a/Vav1/Vcam1/Vegfa/Vegfb/Vegfc/Wnt5a/Coro1b/Grem1/Ccl19/Mapk1/Mapk3/Dysf/Slamf1/Pla2g7/Trpm2/Tnfsf14/Stk39/Ccrl2/Arhgef5/Cxcl13/Rhog/Pf4/Stap1/Vav3/Cxcl14/Parva/Trem1/Trem3/Ackr2/Trpv4/Smoc2/Cxcl16/S100a14/Sbds/Efcab1/Akirin1/Rab13/Trpm4/Zfp580/2610528A11Rik/Rarres2/Pdgfd/Dnm1l/Slamf8/Cklf/Il34/Mospd2/Cxcr6/Il23a/Jam3/Hmgb2/Slamf9/Hsd3b7/Prkd2/Mtus1/Itga9/Ano6/Nckap1l/Gpsm3/Gbf1/Oxsr1/Itga1/Gpr18/Tirap/Mmp28/Plxnb3/Elmo2/Slc8b1/Il17rc/Ripor2/Mcu/Arrb2/Rin3/Camk1d/Wnk1/Ffar2/Dock4/Pde4d/Tnfsf18/Retnlg/Ackr4/Nod2/Ppia/Plekhg5/Jaml/Ephb1/Prex1/C5ar2/Gpr183/Cxcl3/Nup85/Defb25/Bin2/Msmp
B cells	GO:0002579	positive regulation of antigen processing and presentation	1/6	12/15086	0.0047639440379007025	0.059591863807136984	0.028001511874083042	Ccr7	1	Ccr7/H2-Ab1/Cd74/Slc11a1/Ccl21a/Tap2/Ccl19/Pycard/Trem2/Nod1/Nod2/Clec4b2
B cells	GO:0097709	connective tissue replacement	1/6	12/15086	0.0047639440379007025	0.059591863807136984	0.028001511874083042	Klf6	1	Ager/F2r/Hif1a/Il1a/Clec10a/Pparg/Ppp3ca/Rock1/Rock2/Timp1/Klf6/Abi3bp
B cells	GO:0046651	lymphocyte proliferation	2/6	285/15086	0.005073650776979973	0.059591863807136984	0.028001511874083042	Ccr7/Cxcr4	2	Abl1/Chrnb2/Ada/Adk/Ager/Ahr/Aif1/Arg1/Arg2/Atm/Slc7a1/Bax/Bcl2/Bcl6/Prdm1/Blk/Blm/Bmi1/Bmp4/Bst1/Btk/Casp3/Ctnnb1/Ccnd3/Cd151/Ctla4/Cd19/Cd1d1/Cd22/Cd24a/Cd28/Cd38/Cd3e/Cd4/Cd44/Cd59a/Cd6/Cd79a/Cd80/Cd81/Cd86/Cdkn1a/Cdkn2a/Cebpb/Coro1a/Cxcr4/Ccr2/Ccr7/Cr2/Cd55/Dlg1/Efnb1/Ephb2/Ephb6/Erbb2/Fadd/Fcgr2b/Fgf10/Il4i1/Fkbp1a/Fkbp1b/Flt3/Fyn/Gal/Gja1/Gnrh1/Lilrb4a/Gpam/H2-Aa/H2-Ab1/H2-DMb1/H2-DMb2/Ptpn6/Hells/Hes1/Foxj1/Hmgb1/Hprt/Hspd1/Ifng/Igf1/Igf2/Igfbp2/Ighm/Ihh/Cd74/Il10/Il12a/Il12rb1/Il12rb2/Il13/Il15/Il18/Il1a/Il1b/Il2/Il2ra/Il4/Il6/Il6st/Il7/Il7r/Il9r/Inpp5d/Irf1/Itch/Itgal/Itgam/Itgb2/Jak2/Jak3/Laptm5/Lef1/Lgals3/Lgals7/Lgals9/Anxa1/Xcl1/Lst1/Cd180/Lyn/Mad1l1/Cd46/Mef2c/Mif/Mpl/Msn/Myc/Myd88/Nck1/Nck2/Nfatc2/Cd244a/Slc11a1/P2rx7/Prkcd/Prkcq/Pla2g2d/Pnp/Prkar1a/Mapk8ip1/Prnp/Psmb10/Ptpn22/Ptprc/Pura/Rac2/Rag2/Rasgrp1/Rps6/Satb1/Ccl5/Cxcl12/Foxp3/Shh/Slfn1/Sos1/Sos2/Sox11/Spn/Spta1/Stat5a/Stat5b/Syk/Sdc4/Tac1/Tacr1/Tcf3/Prdx2/Tgfb1/Tgfbr2/Tlr4/Tnfrsf1b/Cd40/Cd27/Cd40lg/Tnfsf9/Traf6/Tfrc/Trp53/Tnfrsf4/Tyrobp/Vcam1/Vpreb1/Vpreb2/Wnt4/Zap70/Zbtb7b/Ikzf3/Impdh1/Impdh2/Ccl19/Tnfsf13b/Ceacam1/Rps3/Azi2/Slamf1/Slamf6/Ebi3/Icosl/Il27ra/Ctps/Cd320/Crtam/Tyk2/Tbk1/Elf4/Ripk3/Clcf1/Vav3/Tnfrsf13b/Pdcd1lg2/Zbtb32/Sh3rf1/Ncstn/Cd274/Ndfip1/Twsg1/Pycard/Peli1/Washc1/Mzb1/Znhit1/Dlg5/Tnfrsf13c/Vsir/Sash3/Lmbr1l/Clec4g/Dock8/Ccdc88b/Selenok/Tlr9/Il23a/Dnaja3/Clec2i/Gpnmb/Dock2/Tnfrsf21/Cd276/Scrib/Nckap1l/Ticam1/Card11/Lmo1/Crip3/Pawr/Tirap/Cd209a/Glmn/Havcr2/Ripk2/Ripor2/Btla/Cblb/Il20rb/Cd300a/Plcl2/Slc39a10/Tmem131l/Shb/Tnfrsf14/Armc5/Carmil2/Zc3h12d/Atad5/Gapt/Malt1/Tnfsf18/Pde5a/Siglecg/Tarm1/Ifnz/Rc3h2/Rasal3/Pkn1/Gpr183/Zfp335/Dhps/Cd59b/Ighd/Rc3h1/Irs2/Lrrc32/Btnl2
